id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
167,139.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.626397463,0.516147572,43.3126693,8263.28974
168,62.0,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.49368953,0.442535249,35.48700839,5018.45303
169,639.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.467156853,0.435851115,34.33876109,5695.56442
170,205.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.586760249,0.485548321,40.86547798,7322.60914
171,347.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.57467888,0.486889324,39.77772061,7998.35059
172,50.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.402052391,0.401397435,30.057704,4010.55215
173,304.0,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.557250655,0.469892556,38.1617313,6598.85404
174,243.0,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.638323095,0.530933466,43.40492886,7829.47294
175,432.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.594206083,0.490981116,41.17642111,7558.00588
176,24.0,37.5,0.75,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.288159094,0.359458632,29.31223192,2688.02883
177,600.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.612633396,0.509645194,42.79905453,8064.73881
178,591.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.466109593,0.423246366,33.26713681,5347.71894
179,393.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.569935673,0.469892556,40.03764422,7159.33666
180,727.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.385021951,0.399556226,30.057704,3923.90628
181,424.0,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.641617746,0.530933466,45.80306982,8090.41713
182,617.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.520587192,0.46326367,37.67828481,6060.28382
183,758.0,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.541415007,0.46370258,37.52543015,6461.67087
184,296.0,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.576561833,0.488112101,40.26540842,7236.09025
185,576.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.509989204,0.443519907,35.93380223,6237.20605
186,679.0,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.432419853,0.429150584,31.13021301,4644.60117
187,197.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.39936701,0.409907136,31.85521692,4323.93099
188,177.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.545094508,0.448647248,38.45252155,6822.97163
189,193.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.464824509,0.39604355,31.37887353,4802.6043
190,402.0,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.633144179,0.513260507,45.95298911,8465.88563
191,564.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.525063322,0.463152392,37.25124178,6771.67497
192,512.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.58492102,0.485791513,40.35118636,7637.63338
193,96.0,12.5,0.25,0.25,0.25,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.502842336,0.457845739,36.21076317,6098.11317
194,180.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.603544257,0.507221731,42.13008169,7935.09476
195,342.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.611993912,0.511298321,42.13008169,8263.28974
196,563.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.511480554,0.430113965,37.90930402,6539.11085
197,469.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.378833119,0.391524096,29.3286186,3269.27176
198,451.0,12.5,0.25,0.38,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.572046486,0.485548321,39.64161958,7317.95104
199,710.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.404225284,0.404796043,32.31099546,4356.94587
200,459.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.410652063,0.388821721,29.94364365,4225.96131
201,127.0,12.5,0.25,0.25,0.25,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.54613583,0.475847288,39.33251373,6826.20873
202,532.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.527591617,0.473993739,39.77346165,6034.64214
203,285.0,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.49368953,0.443754909,35.09473308,5645.14663
204,427.0,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.623063206,0.513721618,43.68715255,8284.85461
205,337.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.547743879,0.459383737,37.37945168,6260.47363
206,595.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.543090306,0.455404808,38.45252155,7761.15796
207,577.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.539252868,0.48335599,39.98873363,7152.13259
208,514.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.524887803,0.465680233,37.71251297,6260.47363
209,735.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.494677622,0.447647041,34.86353984,5791.45673
210,236.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.581744319,0.487075422,40.0282126,7443.62446
211,265.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.495006371,0.424874062,33.43397592,5647.71226
212,672.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.494584864,0.443754909,35.84349356,5747.56017
213,267.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.593029845,0.491124144,41.13589278,7521.71436
214,451.0,12.5,0.25,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.429000524,0.417908804,33.22890035,5178.27031
215,286.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.645640994,0.502418156,42.48753914,7858.68558
216,595.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.364564858,0.395435754,29.55801912,1945.53061
217,464.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.525947983,0.45826996,37.83085922,6645.56998
218,585.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.607679197,0.50404651,42.1419027,7778.34916
219,310.0,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.595712725,0.494895461,41.17620131,7317.95104
220,262.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.506190323,0.456826317,36.46620322,6034.64214
221,369.0,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.508991582,0.459464772,35.90984596,5711.85174
222,543.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.575589557,0.488527456,39.92318644,7381.3794
223,434.0,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.582954458,0.481173502,40.54582537,7284.81478
224,524.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.379906235,0.388145286,29.38856018,4888.50303
225,514.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.460960916,0.423763672,33.30696962,4694.60819
226,564.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.320417393,0.367762987,27.40175511,2452.68075
227,699.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.564904359,0.463821541,37.74750888,6500.09778
228,240.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.507541905,0.450786211,36.34050331,6292.96076
229,39.0,25.0,0.25,0.25,0.38,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.429210588,0.392787396,31.79835142,4966.77945
230,16.0,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.447040787,0.416802269,32.15868546,5347.71894
231,546.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.579179402,0.486201582,40.03902035,7529.17505
232,585.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.442693354,0.427683045,35.6972028,5005.32997
233,451.0,12.5,0.25,0.38,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.575589557,0.48335599,39.92972033,6848.62622
234,473.0,12.5,0.25,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.612209289,0.50404651,43.3126693,8671.71681
235,597.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.488485703,0.423988312,34.33849206,6493.25828
236,363.0,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.449877074,0.42726083,34.30007912,5920.48718
237,583.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.447668818,0.445134287,33.95797729,4830.95981
238,522.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.509158377,0.450886886,36.21076317,6299.22636
239,513.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.468305902,0.422051395,34.33876109,5429.68161
240,345.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.607679197,0.506686303,42.93452098,7628.6476
241,41.0,25.0,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.320564713,0.377566465,27.3454535,3269.27176
242,108.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.542133036,0.461277878,37.7247238,6503.27204
243,18.0,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.429580755,0.394971427,31.09005649,5046.45734
244,489.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.410652063,0.40166998,32.68039834,4480.07
245,339.0,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.530112463,0.462697311,37.54210856,6626.50685
246,81.0,12.5,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.488014406,0.447536765,35.77113923,5643.36045
247,267.0,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.641480254,0.501568683,45.07802445,7715.81088
248,583.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.429580755,0.394971427,33.221987,4924.35736
249,437.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.527591617,0.460180133,38.82636429,6909.43
250,588.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.506346175,0.45230956,36.81673726,6182.75087
251,488.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.578114733,0.488568502,40.84711944,7298.0026
252,466.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.587319779,0.488638858,40.33593654,7181.42522
253,657.0,25.0,0.5,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.490320807,0.450498441,35.41408191,5865.38472
254,3.0,37.5,0.75,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.391627198,0.408851197,31.27459053,4045.47966
255,339.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.596551315,0.492748552,40.86547798,7406.90248
256,242.0,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.583077181,0.490357436,40.81318096,7608.62182
257,41.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.459087683,0.403310637,34.87061011,5178.27031
258,372.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.615611893,0.521522083,43.67027165,8212.79289
259,596.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.363981224,0.364725785,27.10639138,3748.46547
260,645.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.396762494,0.395893563,30.80685608,4079.91244
261,49.0,37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.350874635,0.377566465,28.13589892,3387.78516
262,471.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.498715892,0.458400516,36.61704886,5892.161
263,468.0,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.508296527,0.43491928,35.11807556,6188.47714
264,316.0,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.532227877,0.465680233,36.97636061,6620.09877
265,279.0,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.53434503,0.464165541,37.20955415,6569.24967
266,574.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.542163836,0.460369104,37.67361372,6260.47363
267,351.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.595948108,0.495799217,41.71941614,7732.22522
268,218.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,3.77,0.06,0.490320807,0.446434723,35.98855463,5911.49359
269,324.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.607679197,0.502740901,42.50248162,7690.1749
270,145.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.481204499,0.446575791,34.8499528,5356.87186
271,621.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.496598201,0.449871489,35.88512085,5773.62581
272,283.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.58492102,0.493257523,41.05919357,7284.81478
273,394.0,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.483249032,0.414710939,33.74349354,5455.11891
274,565.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.458530485,0.470719039,33.30696962,4905.49871
275,498.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.427005551,0.389204379,31.64262219,4641.00151
276,81.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.469150447,0.417947008,34.89511705,5428.10602
277,670.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.511413154,0.431946288,34.01445364,6249.47082
278,370.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.468921469,0.411271911,33.30696962,5531.35174
279,535.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.394441163,0.403204844,31.92881551,4334.84122
280,749.0,25.0,0.5,0.38,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.542163836,0.471828735,38.70569591,6948.2288
281,547.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.553032347,0.477438541,38.37855771,7004.01554
282,691.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.626280739,0.516063505,43.93700206,8605.19995
283,594.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.566645314,0.468896154,37.77154371,6842.76056
284,194.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.551775489,0.43910209,35.89837298,6929.5548
285,657.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.476807761,0.438612787,31.85521692,5781.85965
286,686.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.369603345,0.394606103,31.87518207,3708.20502
287,472.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.369603345,0.388860282,29.2486781,3708.20502
288,182.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.621810512,0.514790079,43.95536146,7626.61733
289,590.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.488047919,0.445587455,34.97653895,5393.56434
290,624.0,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.480072982,0.449545727,35.02172542,5597.02216
291,719.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.612209289,0.504056677,43.33471751,7765.25632
292,513.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.426064568,0.395435754,31.38338142,4952.01304
293,355.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.61854944,0.5251356,44.56159301,8173.5891
294,95.0,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.496019026,0.445134287,34.33849206,5942.42162
295,216.0,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.533393093,0.443192487,36.96933887,7080.04004
296,563.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.463097152,0.435291285,34.48550991,5597.02216
297,594.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.496270554,0.448463132,34.95207208,5684.14351
298,714.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.33592747,0.377566465,28.80786754,3662.18313
299,559.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.530916639,0.463982188,37.75813832,6301.03442
300,343.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.566319234,0.460369104,38.93451187,6370.89887
301,706.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.33592747,0.377011619,28.45383631,3269.27176
302,479.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.350992769,0.381184884,29.55801912,3511.5379
303,498.0,12.5,0.25,0.38,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.611462998,0.504056677,43.3126693,8002.9971
304,4.0,25.0,0.5,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.384610827,0.391617371,31.78225878,3837.51296
305,238.0,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.564794821,0.474798231,39.23966787,7028.6735
306,175.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.523845567,0.460305334,37.4186977,6862.90839
307,6.0,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.527724447,0.463806532,37.52543015,6277.16867
308,369.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.53255682,0.463275619,37.54210856,6331.86722
309,342.0,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.584016198,0.48651762,40.17821466,7290.10652
310,676.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.509158377,0.424874062,35.93380223,6276.41054
311,326.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.53255682,0.454917386,36.09379556,6801.49205
312,668.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.500557995,0.445474763,38.70569591,7044.56761
313,24.0,37.5,0.75,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.383786508,0.388821721,30.28235597,3826.17226
314,484.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.463537294,0.435287772,34.8789274,4769.31827
315,368.0,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.490965919,0.449239458,35.50564628,4802.6043
316,361.0,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.502106031,0.450692194,36.85236256,6180.95142
317,603.0,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.424574228,0.42782472,31.67018669,4433.53697
318,681.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.467905283,0.428118259,33.99420814,5482.0813
319,656.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.349908358,0.38126925,28.23425966,3385.148
320,434.0,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.383786508,0.391441876,30.12462708,3948.98691
321,602.0,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.509782413,0.444703745,37.75813832,6182.75087
322,285.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.57467888,0.469892556,39.92318644,6922.84679
323,469.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.440365017,0.389204379,29.94364365,5360.87391
324,667.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.506346175,0.451905492,36.54784977,6058.64876
325,49.0,25.0,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.450822025,0.425220363,32.9240208,4865.39997
326,111.0,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.517721232,0.463806532,37.72398079,6274.93484
327,327.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.477940817,0.41985155,33.3406292,5498.58395
328,757.0,25.0,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.617635584,0.50404651,42.73173641,7041.38018
329,462.0,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.559628479,0.472270742,38.84880688,7555.17159
330,424.0,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.63346314,0.51715975,43.28624094,8298.20697
331,274.0,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.564904359,0.488005014,39.18303615,6898.39095
332,398.0,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.593029845,0.498585597,41.72079694,7878.81768
333,653.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.424574228,0.409438226,31.44274436,4560.22361
334,473.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.477961423,0.427937649,34.93441738,5482.0813
335,561.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.448841436,0.424902006,33.4416065,5086.60991
